Date,Organization,Region,Product_Category,Product_Name,Units_Sold,Revenue,Cost,Profit,Inventory_Level,Promotion,Holiday
2025-06-24,Prime Wholesale,Central,Fashion,Dining Table,495,652410,390243.51,262166.49,2332,No,No
2024-07-17,Prime Wholesale,South,Grocery,Keyboard,472,1030376,777472.69,252903.31,2691,No,No
2024-08-01,Prime Wholesale,South,Fashion,Refrigerator,351,991575,726819.5,264755.5,2722,No,No
2025-12-24,ABC Retail,East,Fashion,Printer,452,1550812,1177147.41,373664.59,4381,No,No
2024-04-20,Future Bazaar,North,Furniture,Office Chair,159,404019,268294.36,135724.64,2960,No,No
2023-04-19,ABC Retail,West,Furniture,Office Chair,239,100619,55712.92,44906.08,4179,No,No
2023-06-13,Prime Wholesale,Central,Appliances,Office Chair,298,215752,175378.73,40373.27,1706,No,No
2023-12-16,ABC Retail,South,Fashion,Office Chair,488,2149640,1690141.7,459498.3,678,No,No
2024-07-24,Future Bazaar,North,Grocery,Mouse,408,1534488,1265352.04,269135.96,4346,No,No
2023-03-24,Future Bazaar,Central,Fashion,Sofa,70,252350,207379.05,44970.95,2423,No,No
2023-05-28,Global Mart,South,Appliances,Monitor,187,663850,482504.17,181345.83,1450,No,No
2025-07-03,XYZ Stores,North,Appliances,Refrigerator,142,426000,292584.5,133415.5,4387,No,No
2025-06-14,XYZ Stores,Central,Appliances,Table,499,2139712,1288872.89,850839.11,1961,No,No
2025-06-09,Global Mart,West,Fashion,Rice 10kg,485,1687315,1137687.98,549627.02,1688,No,No
2023-10-26,ABC Retail,North,Furniture,Rice 10kg,14,47656,37000.64,10655.36,314,No,No
2025-10-23,Future Bazaar,North,Electronics,Sofa,129,619716,425669.11,194046.89,3083,No,No
2025-06-02,ABC Retail,South,Fashion,Keyboard,44,64064,52210.7,11853.3,419,No,No
2024-06-13,XYZ Stores,Central,Electronics,Refrigerator,403,388089,259407.74,128681.26,1369,No,No
2024-09-24,Global Mart,Central,Appliances,Monitor,402,1810608,999799.69,810808.31,1514,No,No
2024-09-05,ABC Retail,South,Furniture,T-Shirt,265,1244440,791964.79,452475.21,1963,No,No
2025-03-11,Global Mart,East,Fashion,Smartphone,363,1318779,742040.22,576738.78,1736,No,No
2025-10-08,Future Bazaar,East,Fashion,Printer,428,770400,552132.22,218267.78,4146,No,No
2023-06-06,Global Mart,East,Electronics,Printer,210,485730,312502.77,173227.23,4044,Yes,No
2024-08-22,Future Bazaar,Central,Furniture,Washing Machine,227,933197,525363.86,407833.14,453,Yes,No
2023-05-19,ABC Retail,West,Appliances,Mouse,224,386848,281159.08,105688.92,4316,No,No
2025-12-26,XYZ Stores,West,Fashion,Laptop,292,421940,242218.02,179721.98,1639,No,No
2025-10-14,Prime Wholesale,West,Appliances,Printer,357,1421574,1032535.01,389038.99,2540,No,No
2024-05-28,Prime Wholesale,South,Grocery,Laptop,64,247744,154670.36,93073.64,2190,No,No
2024-03-31,ABC Retail,Central,Fashion,Office Chair,225,774675,512090.98,262584.02,4496,No,Yes
2024-02-27,Global Mart,North,Furniture,Monitor,368,434976,297818.55,137157.45,3307,No,No
2024-07-07,Prime Wholesale,South,Electronics,Washing Machine,135,319545,246107.82,73437.18,816,Yes,Yes
2024-10-10,Prime Wholesale,South,Furniture,Washing Machine,276,613824,346620.2,267203.8,1816,No,No
2024-03-03,Future Bazaar,West,Fashion,Keyboard,123,201351,127095.98,74255.02,1399,No,No
2025-12-02,ABC Retail,North,Fashion,Office Chair,284,90028,59305.87,30722.13,4685,No,No
2025-03-09,Future Bazaar,East,Furniture,Table,454,1822810,1067135.55,755674.45,673,Yes,No
2025-04-18,Future Bazaar,North,Electronics,Printer,225,153675,112197.51,41477.49,2475,No,No
2025-06-14,Future Bazaar,North,Electronics,Smartphone,109,473278,298658.65,174619.35,1667,Yes,No
2025-07-28,Prime Wholesale,East,Grocery,Smartphone,116,77140,44086.42,33053.58,1294,Yes,No
2023-11-03,ABC Retail,South,Appliances,Rice 10kg,467,1816630,1013268.7,803361.3,4576,Yes,No
2024-12-30,Prime Wholesale,North,Furniture,Keyboard,266,1326542,1071909.84,254632.16,4980,Yes,No
2024-04-11,Global Mart,East,Appliances,Table,440,1291840,960554.84,331285.16,4327,Yes,No
2025-01-15,XYZ Stores,West,Fashion,Dining Table,268,462568,380844.64,81723.36,4262,No,No
2024-05-01,XYZ Stores,North,Electronics,Laptop,357,837879,498561.96,339317.04,4634,No,No
2024-04-27,Future Bazaar,South,Furniture,Monitor,133,663271,456732.12,206538.88,1657,Yes,No
2023-10-13,Future Bazaar,South,Appliances,Refrigerator,215,274340,158867.95,115472.05,3011,No,No
2025-01-08,Future Bazaar,West,Grocery,Table,308,939708,554148.28,385559.72,4666,No,No
2025-09-02,Prime Wholesale,Central,Appliances,Rice 10kg,100,260700,168920.14,91779.86,2329,No,No
2023-01-14,XYZ Stores,East,Furniture,Mouse,201,585513,424135.34,161377.66,2756,No,No
2023-01-21,Prime Wholesale,East,Grocery,Table,250,468000,308990.15,159009.85,4148,No,No
2025-04-14,Future Bazaar,Central,Appliances,Rice 10kg,423,317673,253614.03,64058.97,548,No,No
2023-08-19,ABC Retail,North,Appliances,Laptop,351,767286,639890.27,127395.73,3253,No,No
2024-01-29,ABC Retail,West,Appliances,Monitor,331,1225362,1020677.11,204684.89,4528,No,No
2024-02-08,Prime Wholesale,East,Electronics,Office Chair,27,99360,63242.31,36117.69,3860,No,No
2023-01-29,Global Mart,South,Grocery,Monitor,344,253184,187705.02,65478.98,826,Yes,No
2025-10-05,ABC Retail,Central,Electronics,Rice 10kg,435,1764795,1183514.99,581280.01,2577,No,No
2025-10-14,Global Mart,South,Furniture,Sofa,425,1903575,1236872.56,666702.44,2533,No,No
2023-02-21,ABC Retail,West,Appliances,Laptop,111,457542,310842.53,146699.47,3176,No,No
2025-07-06,XYZ Stores,South,Grocery,Rice 10kg,157,671018,382257.22,288760.78,2493,Yes,No
2024-11-11,Future Bazaar,North,Appliances,T-Shirt,477,2195631,1513598.68,682032.32,4582,Yes,No
2024-04-09,Global Mart,West,Fashion,Rice 10kg,202,867994,645692.02,222301.98,4515,No,No
2023-04-04,XYZ Stores,West,Electronics,T-Shirt,438,44676,37960.62,6715.38,835,No,No
2025-10-25,ABC Retail,Central,Grocery,Printer,207,833589,663982.01,169606.99,3394,No,No
2024-01-05,Prime Wholesale,South,Appliances,Smartphone,139,634396,467143.33,167252.67,3426,Yes,No
2025-07-01,XYZ Stores,West,Fashion,Air Conditioner,368,561200,414546.67,146653.33,3969,No,No
2023-09-28,Global Mart,Central,Furniture,Smartphone,373,873566,728600.07,144965.93,55,No,No
2023-03-28,Future Bazaar,North,Appliances,Rice 10kg,371,258216,177617.13,80598.87,1370,Yes,Yes
2023-08-03,Prime Wholesale,West,Electronics,Dining Table,488,1885144,1263279.67,621864.33,363,No,No
2025-06-01,ABC Retail,South,Fashion,Mouse,392,1088192,727308.89,360883.11,1489,Yes,Yes
2024-11-02,XYZ Stores,West,Appliances,Mouse,121,332024,185417.4,146606.6,4157,No,No
2024-01-03,Prime Wholesale,Central,Grocery,Washing Machine,226,643648,387717.47,255930.53,4965,No,No
2025-01-25,Global Mart,South,Appliances,Monitor,397,722143,472645.25,249497.75,398,No,No
2024-06-28,Prime Wholesale,East,Appliances,Table,347,185298,134878.3,50419.7,4387,No,Yes
2025-03-03,Future Bazaar,Central,Grocery,Table,287,1389941,1066231.45,323709.55,1869,No,No
2023-08-23,Global Mart,East,Appliances,Smartphone,382,873634,622022.85,251611.15,3682,No,No
2023-06-14,Future Bazaar,West,Grocery,Smartphone,278,1012754,615588.14,397165.86,4169,Yes,No
2023-07-18,XYZ Stores,Central,Electronics,Printer,492,1743648,1284303.86,459344.14,492,Yes,No
2023-10-09,Future Bazaar,South,Fashion,Printer,116,466320,282898.83,183421.17,563,Yes,No
2023-02-19,Future Bazaar,Central,Furniture,T-Shirt,450,1427850,1211909.58,215940.42,1118,No,No
2023-07-23,ABC Retail,South,Grocery,Washing Machine,444,175824,145557.82,30266.18,1514,No,No
2025-12-16,XYZ Stores,North,Fashion,Air Conditioner,193,180455,120273.73,60181.27,469,No,No
2023-02-07,Global Mart,Central,Electronics,Office Chair,104,503360,373316.71,130043.29,1482,No,Yes
2023-01-07,ABC Retail,West,Fashion,Keyboard,466,2136610,1363031.8,773578.2,178,No,No
2025-02-07,Global Mart,North,Fashion,Table,207,151731,119030.03,32700.97,4122,No,No
2024-02-06,ABC Retail,South,Appliances,Laptop,434,871038,632122.28,238915.72,3684,No,No
2024-05-14,Future Bazaar,East,Furniture,Air Conditioner,147,531993,316027.96,215965.04,1922,Yes,No
2025-11-10,Future Bazaar,North,Electronics,Mouse,60,39360,26012.78,13347.22,2046,Yes,No
2023-01-25,Prime Wholesale,East,Furniture,Washing Machine,353,868733,653347.64,215385.36,61,No,No
2023-02-13,XYZ Stores,North,Appliances,Rice 10kg,391,823055,613940.66,209114.34,3391,Yes,No
2025-03-13,Global Mart,West,Grocery,Laptop,299,1342809,1114991.08,227817.92,4352,No,No
2023-12-16,ABC Retail,South,Grocery,Washing Machine,341,163680,92409.96,71270.04,387,No,No
2025-07-05,Global Mart,Central,Furniture,Laptop,132,50556,40197.16,10358.84,1021,No,No
2025-09-28,Global Mart,South,Appliances,Smartphone,434,1755530,1350000.63,405529.37,1847,Yes,No
2024-06-21,XYZ Stores,West,Electronics,Refrigerator,420,1961820,1260190.63,701629.37,528,No,No
2025-11-19,XYZ Stores,West,Appliances,Dining Table,311,1246799,758168.61,488630.39,4016,No,Yes
2025-02-17,Global Mart,West,Appliances,Laptop,422,1890138,1508647.58,381490.42,3965,Yes,No
2024-11-19,ABC Retail,East,Furniture,Air Conditioner,249,720357,432641.21,287715.79,873,No,No
2024-08-28,XYZ Stores,South,Grocery,Washing Machine,354,1008192,628807.3,379384.7,1397,No,No
2025-11-05,Future Bazaar,North,Grocery,T-Shirt,245,331730,212473.65,119256.35,1255,Yes,No
2023-08-07,Future Bazaar,North,Fashion,Washing Machine,398,1907614,1529392.23,378221.77,993,No,No
2023-09-13,ABC Retail,South,Appliances,Air Conditioner,369,294462,210301.26,84160.74,2562,No,No
2023-08-07,Global Mart,East,Appliances,Laptop,59,159123,108835.48,50287.52,3184,No,No
2025-09-30,Global Mart,Central,Furniture,Dining Table,349,1464055,1105712.26,358342.74,3858,No,No
2024-06-24,Global Mart,South,Appliances,Sofa,484,2340624,1554655.84,785968.16,3350,No,No
2023-11-08,XYZ Stores,Central,Appliances,Refrigerator,20,97180,81890.23,15289.77,2760,No,No
2023-05-06,Prime Wholesale,South,Furniture,Printer,222,847596,637287.37,210308.63,1334,No,No
2024-10-24,Future Bazaar,South,Appliances,Refrigerator,74,138750,97942.18,40807.82,4163,Yes,No
2025-07-24,Prime Wholesale,North,Fashion,Rice 10kg,437,1856376,1385945.77,470430.23,1462,No,No
2023-03-11,XYZ Stores,Central,Furniture,Laptop,160,765280,646107.68,119172.32,2575,No,No
2024-10-22,ABC Retail,South,Fashion,Washing Machine,429,1851564,1381448.58,470115.42,1468,No,No
2025-12-24,ABC Retail,West,Furniture,Monitor,48,70704,44229.82,26474.18,3245,No,No
2024-09-17,Global Mart,South,Grocery,Table,327,356757,212115.74,144641.26,2615,No,No
2024-12-31,XYZ Stores,South,Fashion,Dining Table,165,751575,555064.88,196510.12,3247,Yes,Yes
2025-04-07,Prime Wholesale,East,Grocery,Laptop,191,459546,382481.51,77064.49,4080,No,No
2023-03-20,Global Mart,Central,Fashion,Office Chair,219,598746,493578.83,105167.17,1324,No,No
2025-06-30,Future Bazaar,Central,Fashion,Keyboard,464,1868992,1130832.06,738159.94,3632,Yes,No
2024-04-05,Future Bazaar,East,Electronics,Sofa,403,1666002,1336197.79,329804.21,3717,No,No
2025-08-14,Global Mart,North,Appliances,Air Conditioner,307,299939,216078.14,83860.86,2607,No,No
2024-08-22,XYZ Stores,West,Electronics,Refrigerator,276,1315416,890705.4,424710.6,1247,No,No
2024-11-12,Global Mart,East,Furniture,Rice 10kg,190,540740,404128.9,136611.1,1766,No,No
2023-02-21,Future Bazaar,South,Furniture,Smartphone,70,65100,38300.74,26799.26,4380,Yes,No
2025-11-23,Global Mart,North,Electronics,Keyboard,66,126984,98610.95,28373.05,2096,Yes,No
2023-03-31,ABC Retail,North,Fashion,Dining Table,461,1165408,937270.74,228137.26,4415,Yes,No
2024-06-01,Global Mart,East,Fashion,T-Shirt,128,619648,373224.79,246423.21,2845,No,No
2024-11-19,ABC Retail,West,Grocery,Washing Machine,299,705341,491767.03,213573.97,1394,No,No
2023-05-30,ABC Retail,Central,Electronics,Washing Machine,462,2218986,1702124.08,516861.92,4290,Yes,No
2025-11-27,XYZ Stores,North,Appliances,Table,397,1888132,1244406.34,643725.66,2318,No,Yes
2023-01-10,Prime Wholesale,East,Fashion,Air Conditioner,465,1821870,1217261.2,604608.8,2640,Yes,No
2025-11-07,Future Bazaar,South,Furniture,Office Chair,241,38560,29876.12,8683.88,2353,No,No
2024-02-29,Prime Wholesale,East,Fashion,Printer,256,980480,682071.74,298408.26,1521,No,Yes
2025-11-19,Prime Wholesale,North,Appliances,Monitor,211,756646,567315.01,189330.99,746,Yes,No
2025-07-19,Global Mart,North,Fashion,Office Chair,115,487600,295485.83,192114.17,3527,No,No
2024-04-27,Future Bazaar,North,Appliances,Washing Machine,489,1557465,1028245.19,529219.81,3118,No,No
2023-04-12,Prime Wholesale,West,Appliances,Dining Table,405,890190,648077.58,242112.42,2817,No,No
2023-04-23,Global Mart,West,Grocery,Refrigerator,377,1134393,840671.66,293721.34,457,No,No
2024-09-21,Prime Wholesale,South,Fashion,Monitor,81,328860,205647.18,123212.82,1952,No,No
2024-08-27,Global Mart,East,Appliances,Keyboard,184,236256,173363.6,62892.4,2899,No,Yes
2025-09-14,Prime Wholesale,East,Fashion,Printer,472,128384,99718.54,28665.46,812,No,No
2023-03-13,XYZ Stores,West,Fashion,Office Chair,63,170289,123584.29,46704.71,2825,Yes,No
2023-09-13,Prime Wholesale,West,Electronics,Dining Table,415,695955,512215.81,183739.19,2547,No,No
2024-07-19,XYZ Stores,North,Furniture,Mouse,108,143532,103976.41,39555.59,4710,Yes,No
2024-09-23,Future Bazaar,North,Grocery,Mouse,439,994335,815395.75,178939.25,3757,No,No
2025-04-22,ABC Retail,East,Furniture,Laptop,390,1850160,1259860.26,590299.74,3414,No,No
2025-11-04,ABC Retail,North,Electronics,Refrigerator,368,757344,620838.78,136505.22,1062,No,No
2023-01-22,Global Mart,Central,Fashion,Monitor,469,283745,169424.91,114320.09,1465,Yes,No
2025-12-27,ABC Retail,East,Appliances,Smartphone,410,1436230,874369.83,561860.17,2337,Yes,Yes
2023-01-19,Future Bazaar,West,Fashion,Air Conditioner,388,496252,312868.48,183383.52,2469,No,No
2023-03-23,ABC Retail,Central,Fashion,Laptop,59,109799,60691.52,49107.48,332,Yes,No
2024-11-29,ABC Retail,South,Appliances,Smartphone,154,326018,188554.65,137463.35,2287,No,No
2025-07-02,XYZ Stores,South,Fashion,Refrigerator,137,147275,108782.23,38492.77,1394,Yes,Yes
2025-02-10,Global Mart,East,Furniture,Laptop,420,1749720,1006861.98,742858.02,100,Yes,No
2023-03-17,ABC Retail,North,Furniture,Air Conditioner,351,1732887,1376360.56,356526.44,2810,No,No
2023-03-12,Prime Wholesale,East,Appliances,Refrigerator,406,1973566,1143312.84,830253.16,2252,No,No
2025-04-21,Future Bazaar,West,Grocery,T-Shirt,138,622932,478997.59,143934.41,397,No,No
2024-12-25,XYZ Stores,West,Furniture,Printer,79,271286,202787.52,68498.48,199,Yes,No
2023-12-25,Prime Wholesale,South,Electronics,Rice 10kg,122,86620,56312.44,30307.56,2650,Yes,No
2024-07-30,ABC Retail,North,Appliances,Table,223,252659,188783.21,63875.79,196,Yes,No
2024-11-01,Future Bazaar,Central,Fashion,Office Chair,274,1246152,833327.23,412824.77,4715,Yes,No
2023-08-03,Global Mart,East,Electronics,Keyboard,116,317724,257376.86,60347.14,2311,No,No
2025-04-26,Global Mart,North,Furniture,Table,171,177327,115616.23,61710.77,1111,No,No
2024-07-16,XYZ Stores,North,Electronics,Keyboard,281,301232,198122.49,103109.51,3783,No,No
2023-12-14,Prime Wholesale,South,Fashion,Office Chair,279,588411,341902.13,246508.87,998,No,No
2023-12-22,Global Mart,East,Appliances,Printer,165,481635,275110.34,206524.66,3962,No,No
2025-08-22,Future Bazaar,North,Electronics,Refrigerator,24,70800,54669.76,16130.24,2399,No,No
2025-05-02,Global Mart,East,Furniture,Laptop,22,64306,39477.04,24828.96,2645,No,No
2023-08-01,Prime Wholesale,North,Electronics,Laptop,135,333315,267127.62,66187.38,2486,No,No
2023-06-24,Prime Wholesale,West,Grocery,Monitor,67,276107,199876.85,76230.15,4439,Yes,No
2024-03-05,Prime Wholesale,Central,Grocery,T-Shirt,426,1556604,1316319.39,240284.61,367,Yes,No
2024-07-26,Global Mart,North,Appliances,Printer,141,186120,125342.35,60777.65,3600,Yes,Yes
2024-01-21,Prime Wholesale,West,Fashion,Washing Machine,142,602790,474978.42,127811.58,954,No,No
2024-02-02,Prime Wholesale,North,Fashion,Sofa,63,300195,222162.1,78032.9,2078,No,No
2023-06-20,Future Bazaar,North,Electronics,Table,204,818652,517491.01,301160.99,1786,No,No
2024-04-02,Future Bazaar,North,Grocery,Dining Table,52,92248,54653.88,37594.12,4355,No,No
2023-02-20,Future Bazaar,East,Fashion,Mouse,75,179850,143757.66,36092.34,551,No,No
2023-05-31,Global Mart,North,Furniture,Rice 10kg,206,259148,175673.0,83475.0,2309,No,No
2024-09-03,ABC Retail,North,Fashion,Mouse,277,1160630,803113.62,357516.38,4619,Yes,No
2024-09-20,XYZ Stores,West,Appliances,Refrigerator,23,43723,25715.49,18007.51,745,No,No
2024-09-22,Prime Wholesale,West,Appliances,Smartphone,218,513172,366233.42,146938.58,3006,Yes,No
2023-12-07,XYZ Stores,South,Electronics,Dining Table,86,398008,222310.39,175697.61,1746,Yes,No
2025-02-06,Global Mart,North,Furniture,Rice 10kg,320,71680,54607.59,17072.41,2534,No,No
2025-06-16,ABC Retail,North,Grocery,Smartphone,296,1388536,1006226.41,382309.59,4272,No,No
2023-05-02,XYZ Stores,North,Electronics,Table,421,250495,140045.0,110450.0,3832,No,No
2023-02-16,XYZ Stores,North,Electronics,Printer,136,256360,208917.21,47442.79,3441,Yes,No
2024-01-11,Global Mart,North,Grocery,Dining Table,22,29832,23782.05,6049.95,2552,No,No
2024-03-24,Global Mart,Central,Furniture,Keyboard,278,692776,428548.09,264227.91,558,Yes,No
2025-01-26,ABC Retail,Central,Furniture,Keyboard,201,279993,217816.9,62176.1,1548,No,No
2023-07-14,Global Mart,Central,Fashion,Office Chair,399,463638,359670.01,103967.99,4964,No,No
2023-05-26,ABC Retail,East,Fashion,Smartphone,272,152320,116624.84,35695.16,3739,No,No
2024-02-18,Prime Wholesale,Central,Furniture,Printer,115,269215,225873.69,43341.31,2679,Yes,No
2024-06-10,Future Bazaar,East,Furniture,Laptop,461,1388532,867835.1,520696.9,2862,Yes,No
2025-11-04,ABC Retail,North,Fashion,T-Shirt,167,352704,286805.71,65898.29,3318,No,No
2025-05-24,ABC Retail,South,Furniture,Washing Machine,451,836605,638992.66,197612.34,1452,Yes,No
2024-03-08,XYZ Stores,North,Grocery,Table,161,320551,188646.59,131904.41,412,No,No
2024-07-08,ABC Retail,Central,Fashion,Air Conditioner,174,588642,386287.55,202354.45,2670,Yes,No
2023-12-29,Prime Wholesale,North,Electronics,Sofa,43,81184,50396.2,30787.8,1527,No,No
2024-08-11,Future Bazaar,East,Fashion,T-Shirt,273,55692,41708.45,13983.55,3701,Yes,No
2023-08-31,Prime Wholesale,West,Grocery,Mouse,370,301920,188360.48,113559.52,982,No,No
2025-08-18,Global Mart,East,Furniture,Washing Machine,195,511680,345734.22,165945.78,3739,Yes,No
2025-02-18,Future Bazaar,North,Furniture,Air Conditioner,108,357912,221759.54,136152.46,1578,Yes,No
2024-11-19,Prime Wholesale,Central,Fashion,Office Chair,131,19912,12760.45,7151.55,2916,No,No
2025-09-24,Prime Wholesale,East,Grocery,Air Conditioner,268,1280236,1047875.69,232360.31,3971,No,No
2025-05-24,Future Bazaar,Central,Appliances,T-Shirt,332,694212,431246.55,262965.45,4032,No,No
2025-02-06,Future Bazaar,North,Appliances,Smartphone,436,1601428,1044936.08,556491.92,4991,No,No
2025-08-15,Prime Wholesale,North,Furniture,Laptop,277,328799,209324.41,119474.59,2358,No,No
2025-09-22,Future Bazaar,West,Electronics,Dining Table,89,210574,178259.64,32314.36,1820,No,No
2024-04-16,Global Mart,Central,Furniture,Air Conditioner,499,250997,191266.58,59730.42,601,No,No
2025-02-26,Global Mart,West,Appliances,Washing Machine,358,1766730,1192540.44,574189.56,1518,No,No
2023-01-04,XYZ Stores,North,Electronics,Washing Machine,355,724555,439349.65,285205.35,1320,No,No
2024-04-18,ABC Retail,North,Grocery,Printer,342,522918,383505.86,139412.14,2911,Yes,No
2024-02-26,Prime Wholesale,Central,Furniture,Office Chair,383,1880530,1438404.8,442125.2,1375,No,No
2023-06-21,ABC Retail,East,Electronics,Dining Table,321,1083054,804792.95,278261.05,4341,No,No
2025-04-19,ABC Retail,West,Grocery,Printer,217,115227,68280.86,46946.14,612,No,No
2023-03-25,Global Mart,West,Grocery,Table,38,180766,119402.72,61363.28,4836,No,No
2025-09-15,Prime Wholesale,West,Grocery,T-Shirt,244,1154364,700715.62,453648.38,4589,No,Yes
2024-08-19,Global Mart,West,Furniture,Washing Machine,276,857808,479584.64,378223.36,1621,Yes,No
2023-12-15,Future Bazaar,North,Electronics,Mouse,63,128583,91340.03,37242.97,299,No,Yes
2024-11-12,XYZ Stores,North,Appliances,Sofa,259,735042,553569.95,181472.05,2390,No,No
2023-01-02,ABC Retail,Central,Grocery,Washing Machine,307,889379,677437.23,211941.77,1169,Yes,No
2024-04-23,Prime Wholesale,Central,Appliances,Keyboard,259,205905,160018.54,45886.46,1976,No,No
2023-03-25,Future Bazaar,South,Grocery,Table,64,150528,102986.63,47541.37,645,No,No
2024-04-13,XYZ Stores,South,Electronics,Laptop,194,495476,295103.23,200372.77,2782,No,No
